Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,CA,California,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CA,California,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,605,22.7,20.6,24.9,3,,,,,,,,,,,,,
2014,CA,California,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,CA,California,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),No,Overall,Overall,671,24.8,22.5,27,3,,,,,,,,,,,,,
2014,CA,California,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Received a Pap test within the past 3 years,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CA,California,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Did not receive a Pap test within the past 3 years,Overall,Overall,341,16.9,14.8,19,3,,,,,,,,,,,,,
2014,CO,Colorado,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,7,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Alcohol Consumption,Binge Drinking,Binge drinkers (males having five or more drinks on one occasion,,,,,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Alcohol Consumption,Binge Drinking,Binge drinkers (males having five or more drinks on one occasion,,,,,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Chronic Health Indicators,Arthritis,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Alcohol Consumption,Heavy Drinking,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,764,6.5,5.9,7.1,3,,,,,,,,,,,,,
2014,CO,Colorado,Alcohol Consumption,Heavy Drinking,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),No,Overall,Overall,11,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Chronic Health Indicators,Arthritis,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),No,Overall,Overall,9,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Chronic Health Indicators,Asthma,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Chronic Health Indicators,Asthma,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),No,Overall,Overall,12,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Chronic Health Indicators,Asthma,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Chronic Health Indicators,Asthma,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),No,Overall,Overall,11,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Chronic Health Indicators,Cardiovascular Disease,Ever told you had angina or coronary heart disease?,Yes,Overall,Overall,592,3,2.7,3.4,574,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,8,BO1,CAT1,CVDCRHD4,RESP046,(38.843840757000464
2014,CO,Colorado,Chronic Health Indicators,Cardiovascular Disease,Ever told you had angina or coronary heart disease?,No,Overall,Overall,12,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a heart attack (myocardial infarction)?,Yes,Overall,Overall,589,3.1,2.8,3.4,528,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,8,BO1,CAT1,CVDINFR4,RESP046,(38.843840757000464
2014,CO,Colorado,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a heart attack (myocardial infarction)?,No,Overall,Overall,12,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a stroke?,Yes,Overall,Overall,366,1.8,1.6,2,620,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,8,BO1,CAT1,CVDSTRK3,RESP046,(38.843840757000464
2014,CO,Colorado,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a stroke?,No,Overall,Overall,12,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Chronic Health Indicators,COPD,Ever told you have COPD?,Yes,Overall,Overall,774,4,3.7,4.4,850,%,Crude Prevalence,,,BRFSS,CLASS03,Topic14,8,BO1,CAT1,CHCCOPD1,RESP046,(38.843840757000464
2014,CO,Colorado,Chronic Health Indicators,COPD,Ever told you have COPD?,No,Overall,Overall,12,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,11,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,,,,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,No,,,,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,No,Overall,Overall,11,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,Overall,Overall,401,2.4,2.1,2.7,988,%,Crude Prevalence,,,BRFSS,CLASS03,Topic35,8,BO1,CAT1,CHCKIDNY,RESP046,(38.843840757000464
2014,CO,Colorado,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,No,Overall,Overall,12,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Chronic Health Indicators,Other Cancer,Ever told you had any other types of cancer?,Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Chronic Health Indicators,Other Cancer,Ever told you had any other types of cancer?,No,Overall,Overall,12,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Chronic Health Indicators,Skin Cancer,Ever told you had skin cancer?,Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Chronic Health Indicators,Skin Cancer,Ever told you had skin cancer?,No,Overall,Overall,11,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Had a blood stool test in the past year,Overall,Overall,571,8.9,8,9.8,3,,,,,,,,,,,,,
2014,CO,Colorado,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Have not had a blood stool test in the past year,Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Colorectal Cancer Screening,Sigmoidoscopy,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Colorectal Cancer Screening,Sigmoidoscopy,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),No,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,GA,Georgia,Demographics,Sex,Gender of respondent,Male,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Colorectal Cancer Screening,USPSTF Recommendations,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Met USPSTF recommendations for testing,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Colorectal Cancer Screening,USPSTF Recommendations,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Did not meet USPSTF recommendations for testing,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Age,What is your age?,18-24 years,Overall,Overall,654,12.6,11.6,13.5,1,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Age,What is your age?,25-34 years,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Age,What is your age?,35-44 years,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Age,What is your age?,45-54 years,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Age,What is your age?,55-64 years,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Age,What is your age?,65+ years,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Disability status,Are you blind or do you have serious difficulty seeing,,,,,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Disability status,Are you blind or do you have serious difficulty seeing,,,,,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Disability status,Do you have serious difficulty concentrating,,,,,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Disability status,Do you have serious difficulty concentrating,,,,,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Disability status,Do you have difficulty doing errands alone?,Yes,Overall,Overall,714,4.8,4.3,5.2,2,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Disability status,Do you have difficulty doing errands alone?,No,Overall,Overall,11,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Disability status,Do you have difficulty dressing or bathing?,Yes,Overall,Overall,382,2.3,2,2.6,2,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Disability status,Do you have difficulty dressing or bathing?,No,Overall,Overall,12,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,No,Overall,Overall,10,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Disability status,Adults who are limited in any activities because of physical,,,,,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Disability status,Adults who are limited in any activities because of physical,,,,,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Disability status,Adults with health problem(s) that requires the use of special equipment,Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Disability status,Adults with health problem(s) that requires the use of special equipment,No,Overall,Overall,11,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Education,What is the highest grade or year of school you completed?,Less than H.S.,Overall,Overall,767,10.8,9.9,11.7,1,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Education,What is the highest grade or year of school you completed?,H.S. or G.E.D.,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Education,What is the highest grade or year of school you completed?,Some post-H.S.,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Education,What is the highest grade or year of school you completed?,College+,Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,GA,Georgia,Demographics,Sex,Gender of respondent,Female,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,296,3.1,2.6,3.6,1,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,275,2.4,2,2.7,1,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Employment,What is your employment status?,Student,Overall,Overall,299,5.2,4.5,5.8,1,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,671,4.4,4,4.8,1,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,906,7.1,6.5,7.6,1,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Income,What is your annual household income?,Less than $15,,,,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Income,What is your annual household income?,$15 ,,,,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Income,What is your annual household income?,$25 ,,,,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Income,What is your annual household income?,$35 ,,,,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Income,What is your annual household income?,$50 ,,,,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Internet,Have you used the internet in the past 30 days?,Yes,Overall,Overall,11,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Internet,Have you used the internet in the past 30 days?,No,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Marital Status,What is your marital status?,Married,Overall,Overall,7,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Marital Status,What is your marital status?,Divorced,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Marital Status,What is your marital status?,Widowed,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Marital Status,What is your marital status?,Separated,Overall,Overall,251,2.6,2.2,3,1,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Marital Status,What is your marital status?,Never married,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Marital Status,What is your marital status?,Partnered,Overall,Overall,461,5.5,4.9,6.1,1,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Five or more children,Overall,Overall,70,0.9,0.6,1.1,1,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Four children,Overall,Overall,159,1.7,1.4,2,1,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Three children,Overall,Overall,600,6.2,5.6,6.8,1,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Two children,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),One child,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),None,Overall,Overall,9,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Race,What is your race/ethnicity?,White,Overall,Overall,10,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Race,What is your race/ethnicity?,Black,Overall,Overall,311,3.8,3.3,4.3,1,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Race,What is your race/ethnicity?,MultiRacial,Overall,Overall,179,1.3,1.1,1.6,1,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Race,What is your race/ethnicity?,Other,Overall,Overall,367,4.1,3.6,4.6,1,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Race,What is your race/ethnicity?,Hispanic,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Rent/Own Home,Do you own or rent your home?,Own,Overall,Overall,9,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Rent/Own Home,Do you own or rent your home?,Rent,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Rent/Own Home,Do you own or rent your home?,Other,Overall,Overall,374,4,3.5,4.5,2,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Sex,Gender of respondent,Male,Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Sex,Gender of respondent,Female,Overall,Overall,7,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Veteran Status,Have you ever served on active duty in the United States Armed Forces?,Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Demographics,Veteran Status,Have you ever served on active duty in the United States Armed Forces?,No,Overall,Overall,11,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,Overall,Overall,11,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,12,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,8,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,140,1.5,1.2,1.9,371,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,8,BO1,CAT1,CHECKUP1,RESP067,(38.843840757000464
2014,CO,Colorado,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,Yes,,,,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,949,7.4,6.8,7.9,253,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,8,BO1,CAT1,PERSDOC2,RESP053,(38.843840757000464
2014,CO,Colorado,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,7,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,11,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,492,3.1,2.7,3.4,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,8,BO1,CAT1,GENHLTH,RESP060,(38.843840757000464
2014,CO,Colorado,HIV-AIDS,HIV Test,Have you ever been tested for HIV?,Yes,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,CO,Colorado,HIV-AIDS,HIV Test,Have you ever been tested for HIV?,No,Overall,Overall,8,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),No,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),No,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Immunization,Shingle Vaccination,Have you ever had the shingles or zoster vaccine?,Yes,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Immunization,Shingle Vaccination,Have you ever had the shingles or zoster vaccine?,No,Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Injury,Seatbelt Use,Always wears a seat belt? (variable calculated from one or more BRFSS questions),Always Wears a Seatbelt,Overall,Overall,10,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Injury,Drink and Drive,Respondents who have reported having driven after drinking too much (variable calculated from one or more BRFSS questions),Have driven after having too much to drink,Overall,Overall,198,3,2.5,3.5,3,,,,,,,,,,,,,
2014,CO,Colorado,Injury,Drink and Drive,Respondents who have reported having driven after drinking too much (variable calculated from one or more BRFSS questions),Have not driven after having too much to drink,Overall,Overall,7,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Injury,Seatbelt Use,Always wears a seat belt? (variable calculated from one or more BRFSS questions),Does Not Always Wear a Seatbelt,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Oral Health,All Teeth Removed,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,427,10.5,9.3,11.7,1,,,,,,,,,,,,,
2014,CO,Colorado,Oral Health,All Teeth Removed,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),No,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Oral Health,Dental Visit,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,9,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Oral Health,Dental Visit,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),No,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Oral Health,Teeth Removed,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Oral Health,Teeth Removed,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),No,Overall,Overall,7,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),No,Overall,Overall,10,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),Overall,Overall,227,2.1,1.7,2.5,2,,,,,,,,,,,,,
2014,CO,Colorado,Physical Activity,Exercise,During the past month,,,,,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Physical Activity,Exercise,During the past month,,,,,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Prostate Cancer,PSA Test,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Prostate Cancer,PSA Test,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Tobacco Use,Smokeless Tobacco,Do you currently use chewing tobacco,,,,,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Tobacco Use,Smokeless Tobacco,Do you currently use chewing tobacco,,,,,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Tobacco Use,Smokeless Tobacco,Do you currently use chewing tobacco,,,,,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke some days,Overall,Overall,492,5,4.4,5.6,2,,,,,,,,,,,,,
2014,CO,Colorado,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Former smoker,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Never smoked,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Women's Health,Mammogram,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Received a mammogram within the past 2 years,Overall,Overall,2,,,,,,,,,,,,,,,,,
